,article_name,country,revision_id,article_quality,population
1194,Richard Mofe-Damijo,Nigeria,801220994,C,"181,839,400"
1195,Danladi Abdullahi Sankara,Nigeria,801246256,Start,"181,839,400"
1196,Ned Nwoko,Nigeria,801316718,Start,"181,839,400"
1197,Mohammed Kabiru Jibril,Nigeria,801421680,Start,"181,839,400"
1198,Ahmadu Ali,Nigeria,801447788,Stub,"181,839,400"
1199,Bola Ige,Nigeria,801466555,C,"181,839,400"
1200,Danboyi Usman,Nigeria,801488633,Stub,"181,839,400"
1201,Eme Ufot Ekaette,Nigeria,801527946,Start,"181,839,400"
1202,Emmanuel Essien,Nigeria,801570358,Start,"181,839,400"
1203,Akolisa Ufodike,Nigeria,801613741,Start,"181,839,400"
1204,Dum Dekor,Nigeria,801877438,Stub,"181,839,400"
1205,Otunba Akin Alabi,Nigeria,801923458,Start,"181,839,400"
1206,Ezenwo Nyesom Wike,Nigeria,802004796,C,"181,839,400"
1207,Edward Ikem Okeke,Nigeria,802030364,Start,"181,839,400"
1208,Simi Johnson,Nigeria,802172137,Start,"181,839,400"
1209,Terhemen Tarzoor,Nigeria,802180507,Start,"181,839,400"
1210,Lai Mohammed,Nigeria,802297406,Start,"181,839,400"
1211,Amina Titi Atiku-Abubakar,Nigeria,802378209,Start,"181,839,400"
1212,Shedrack Chukwu,Nigeria,802601616,Stub,"181,839,400"
1213,Halima Tayo Alao,Nigeria,802789644,Start,"181,839,400"
1214,Femi Okurounmu,Nigeria,802969348,Start,"181,839,400"
1215,Bob Nwannunu,Nigeria,803040606,Stub,"181,839,400"
1216,Abubakar Sodangi,Nigeria,803068778,Start,"181,839,400"
1217,Fidelis Okoro,Nigeria,803084886,Stub,"181,839,400"
1218,Christopher Okojie,Nigeria,803132000,Stub,"181,839,400"
1219,Sandra Duru-Eluobi,Nigeria,803186817,Start,"181,839,400"
1220,Joseph Edet Akinwale Wey,Nigeria,803333173,Start,"181,839,400"
1221,Adesoji Aderemi,Nigeria,803364152,Start,"181,839,400"
1222,Emmanuel Onwe,Nigeria,803402874,C,"181,839,400"
1223,Major Jack,Nigeria,803423180,Stub,"181,839,400"
1224,Florence Ita Giwa,Nigeria,803434077,Start,"181,839,400"
1225,Adamu Gumba,Nigeria,803540174,Start,"181,839,400"
1226,Mohammed Dabo Lere,Nigeria,803545053,Start,"181,839,400"
1227,Richard Akinwande Savage,Nigeria,803709059,C,"181,839,400"
1228,Babatunde Fowler,Nigeria,803891543,C,"181,839,400"
1229,John Odigie Oyegun,Nigeria,804122433,Start,"181,839,400"
1230,Niyi Adebayo,Nigeria,804213067,Stub,"181,839,400"
1231,Ibrahim Taiwo,Nigeria,804303532,Start,"181,839,400"
1232,Idia,Nigeria,804401622,Start,"181,839,400"
1233,Funmilayo Olayinka,Nigeria,804432564,C,"181,839,400"
1234,Jimi Agbaje,Nigeria,804438690,C,"181,839,400"
1235,Aminu Bello Masari,Nigeria,804517245,Stub,"181,839,400"
1236,Celestine Omehia,Nigeria,804552465,Start,"181,839,400"
1237,Gado Nasko,Nigeria,804601387,Start,"181,839,400"
1238,C. Odumegwu Ojukwu,Nigeria,804694384,C,"181,839,400"
1239,Isobo Jack,Nigeria,804700841,Stub,"181,839,400"
1240,Garba Nadama,Nigeria,804749794,Start,"181,839,400"
1241,Danladi Mohammed,Nigeria,804761684,Stub,"181,839,400"
1242,Philip Effiong,Nigeria,804819871,Start,"181,839,400"
1243,Nestor Binabo,Nigeria,804821446,Stub,"181,839,400"
1244,Diezani Alison-Madueke,Nigeria,804847983,C,"181,839,400"
1245,Judith Amaechi,Nigeria,804885161,Start,"181,839,400"
1246,Farouk Lawan,Nigeria,804949071,Start,"181,839,400"
1247,Oluwarotimi Odunayo Akeredolu,Nigeria,804971621,C,"181,839,400"
1248,Odunayo Olagbaju,Nigeria,804972422,Start,"181,839,400"
1249,List of heads of state of Biafra,Nigeria,804979583,Stub,"181,839,400"
1250,Barau I Jibrin,Nigeria,805023877,Start,"181,839,400"
1251,Philips Tanimu Aduda,Nigeria,805084080,Start,"181,839,400"
1252,Nelson Effiong,Nigeria,805086776,Start,"181,839,400"
1253,Uche Ekwunife,Nigeria,805087283,Start,"181,839,400"
1254,Emmanuel Paulker,Nigeria,805090274,Start,"181,839,400"
1255,Abubakar Kyari,Nigeria,805131366,Start,"181,839,400"
1256,James Manager,Nigeria,805132311,Start,"181,839,400"
1257,Rose Okoji Oko,Nigeria,805132398,C,"181,839,400"
1258,Sonni Ogbuoji,Nigeria,805133077,Start,"181,839,400"
1259,Fatimat Olufunke Raji-Rasaki,Nigeria,805133915,Stub,"181,839,400"
1260,Mohammed Danjuma Goje,Nigeria,805134147,Start,"181,839,400"
1261,George Akume,Nigeria,805136354,Start,"181,839,400"
1262,Usman Bayero Nafada,Nigeria,805138226,Start,"181,839,400"
1263,Abu Ibrahim (Nigerian politician),Nigeria,805139377,Start,"181,839,400"
1264,Mohammed Shaaba Lafiagi,Nigeria,805142285,Start,"181,839,400"
1265,Solomon Olamilekan Adeola,Nigeria,805142574,Start,"181,839,400"
1266,Suleiman Adokwe,Nigeria,805142907,Start,"181,839,400"
1267,Olusola Adeyeye,Nigeria,805143594,Start,"181,839,400"
1268,Monsurat Sunmonu,Nigeria,805144149,C,"181,839,400"
1269,Jonah David Jang,Nigeria,805144252,Start,"181,839,400"
1270,Jeremiah Useni,Nigeria,805144569,Start,"181,839,400"
1271,Abdullahi Ibrahim,Nigeria,805145524,Start,"181,839,400"
1272,Abdullahi Ibrahim Gobir,Nigeria,805146622,Start,"181,839,400"
1273,Yusuf Abubakar Yusuf,Nigeria,805147136,Stub,"181,839,400"
1274,Ahmed Ibrahim Lawan,Nigeria,805148313,Start,"181,839,400"
1275,Margaret Ekpo,Nigeria,805153754,C,"181,839,400"
1276,Tony Momoh,Nigeria,805172542,C,"181,839,400"
1277,Olaka Nwogu,Nigeria,805178506,Start,"181,839,400"
1278,Adamu Adamu,Nigeria,805179372,Start,"181,839,400"
1279,Sulaiman Mohammed Nazif,Nigeria,805206179,Start,"181,839,400"
1280,Ahmadu Bello,Nigeria,805236117,C,"181,839,400"
1281,Murtala Mohammed,Nigeria,805323651,C,"181,839,400"
1282,Patoo Abraham,Nigeria,805381675,Stub,"181,839,400"
1283,Olaokun Soyinka,Nigeria,805517741,Start,"181,839,400"
1284,Edwin C.O. Uzor,Nigeria,805651829,Stub,"181,839,400"
1285,Benson Abounu,Nigeria,805655374,Start,"181,839,400"
1286,Olorogun O'tega Emerhor,Nigeria,805662651,C,"181,839,400"
1287,Glory Emmanuel Edet,Nigeria,805663288,Stub,"181,839,400"
1288,Iyabo Obasanjo-Bello,Nigeria,805727841,Start,"181,839,400"
1289,Funmilayo Ransome-Kuti,Nigeria,805894960,C,"181,839,400"
1290,Femi Gbajabiamila,Nigeria,805908149,Start,"181,839,400"
1291,Amina J. Mohammed,Nigeria,805928667,Start,"181,839,400"
1292,Festus Okotie-Eboh,Nigeria,805935845,Start,"181,839,400"
1293,Darius Ishaku,Nigeria,805957125,Start,"181,839,400"
1294,Emmanuel Bwacha,Nigeria,805970277,Start,"181,839,400"
1295,Simon Dogari,Nigeria,805971898,Stub,"181,839,400"
1296,Johnson Aguiyi-Ironsi,Nigeria,806084764,C,"181,839,400"
1297,Funsho Williams,Nigeria,806103995,Start,"181,839,400"
1298,Frank Owhor,Nigeria,806122087,Start,"181,839,400"
1299,Tunde Eso,Nigeria,806182579,Start,"181,839,400"
1300,Naja'atu Bala Muhammad,Nigeria,806188216,Stub,"181,839,400"
1301,Tamunosisi Gogo Jaja,Nigeria,806199188,Stub,"181,839,400"
1302,Iya Abubakar,Nigeria,806199914,Start,"181,839,400"
1303,Oby Ezekwesili,Nigeria,806203008,C,"181,839,400"
1304,Obi Wali,Nigeria,806205502,C,"181,839,400"
1305,Patrick Abba Moro,Nigeria,806205623,C,"181,839,400"
1306,Ibrahim Adetola-Kazeem,Nigeria,806207043,Start,"181,839,400"
1307,Bartholomew Nnaji,Nigeria,806208004,Start,"181,839,400"
1308,Moshood Abiola,Nigeria,806281690,C,"181,839,400"
1309,Chris Ekiyor,Nigeria,806282636,Start,"181,839,400"
1310,Goni Modu Bura,Nigeria,806289927,Stub,"181,839,400"
1311,Akinwumi Adesina,Nigeria,806319948,C,"181,839,400"
1312,Funmi Tejuosho,Nigeria,806370213,Start,"181,839,400"
1313,Grace Folashade Bent,Nigeria,806434799,Start,"181,839,400"
1314,Abdulmumin Jibrin,Nigeria,806440862,C,"181,839,400"
1315,Mao Ohuabunwa,Nigeria,806571574,Start,"181,839,400"
1316,Hassan Muhammed Lawal,Nigeria,806752710,Start,"181,839,400"
1317,Emmanuel Okah,Nigeria,806774809,Stub,"181,839,400"
1318,Olajide Awosedo,Nigeria,806811023,Start,"181,839,400"
1319,Amina Bala-Zakari,Nigeria,806811833,C,"181,839,400"
1320,Ukpabi Asika,Nigeria,806857052,Start,"181,839,400"
1321,Patience Jonathan,Nigeria,806887259,C,"181,839,400"
1322,Abubakar Tafawa Balewa,Nigeria,806992091,Start,"181,839,400"
1323,Ngozi Okonjo-Iweala,Nigeria,807244048,GA,"181,839,400"
1324,Sani Daura Ahmed,Nigeria,807258126,Start,"181,839,400"
1325,Muma Gee,Nigeria,807303697,C,"181,839,400"
1326,Habibu Idris Shuaibu,Nigeria,807390679,Stub,"181,839,400"
1327,Garba Shehu,Nigeria,807392769,Stub,"181,839,400"
1328,Timi Alaibe,Nigeria,807433018,C,"181,839,400"
1329,Hajiya Zainab Maina,Nigeria,807457836,Start,"181,839,400"
1330,Template:Colombia-politician-stub,Colombia,391863340,Stub,"48,218,000"
1331,Template:Colombia-mayor-stub,Colombia,446214240,Stub,"48,218,000"
1332,Template:Colombia-diplomat-stub,Colombia,552027405,Stub,"48,218,000"
1333,Mar：?a del Socorro Bustamante,Colombia,655980284,Stub,"48,218,000"
1334,Maria del Pilar Hurtado,Colombia,684804678,Stub,"48,218,000"
1335,Francisco Javier Zald：?a,Colombia,703187650,C,"48,218,000"
1336,Santos Acosta,Colombia,704010140,Start,"48,218,000"
1337,Luis Eduardo Garz：?n,Colombia,704569851,Start,"48,218,000"
1338,Luis L：?pez de Mesa,Colombia,705288012,Stub,"48,218,000"
1339,Gerardo Molina,Colombia,705288814,Stub,"48,218,000"
1340,Le：?n Fidel Ojeda,Colombia,708340446,Stub,"48,218,000"
1341,Manuel de Bernardo ?lvarez del Casal,Colombia,710043184,Start,"48,218,000"
1342,Jaime Castro Castro,Colombia,710158983,Stub,"48,218,000"
1343,Carlos Holgu：?n Sardi,Colombia,710222308,Stub,"48,218,000"
1344,Jos：? Vicente Concha,Colombia,710367511,C,"48,218,000"
1345,Alberto Carrasquilla Barrera,Colombia,710455854,Start,"48,218,000"
1346,Indalecio Li：?vano,Colombia,710675515,Stub,"48,218,000"
1347,Santos Guti：?rrez,Colombia,710891295,Start,"48,218,000"
1348,Anc：?zar L：?pez L：?pez,Colombia,712254668,Stub,"48,218,000"
1349,Eduardo Verano de la Rosa,Colombia,712903592,Start,"48,218,000"
1350,Manuel Enr：?quez Rosero,Colombia,713180800,Stub,"48,218,000"
1351,Regina 11,Colombia,713287740,Start,"48,218,000"
1352,Rodolfo Campo Soto,Colombia,714043181,Stub,"48,218,000"
1353,Manuel Germ：?n Cuello,Colombia,714181986,Stub,"48,218,000"
1354,Manuel Cepeda Vargas,Colombia,714772000,Start,"48,218,000"
1355,Vera Grabe,Colombia,714877925,Start,"48,218,000"
1356,Jos：? David Name,Colombia,715559641,Stub,"48,218,000"
1357,Te：?filo Forero,Colombia,716671177,Stub,"48,218,000"
1358,Gilberto Vieira,Colombia,716671205,Stub,"48,218,000"
1359,Guillermo Torres Barrera,Colombia,717422130,Stub,"48,218,000"
1360,Cecilia L：?pez Monta?o,Colombia,718688351,Start,"48,218,000"
1361,Sergio D：?az-Granados Guida,Colombia,718979944,Stub,"48,218,000"
1362,Mar：?a Elvira Pombo Holgu：?n,Colombia,719005306,Stub,"48,218,000"
1363,Fuad Char,Colombia,719006616,Start,"48,218,000"
1364,Armando Samper Gnecco,Colombia,719037817,Start,"48,218,000"
1365,Iv：?n Leonidas Name V：?squez,Colombia,719045743,Stub,"48,218,000"
1366,Francisco Jos：? Jattin Safar,Colombia,719061931,Stub,"48,218,000"
1367,Miguel Urrutia Montoya,Colombia,719290342,Start,"48,218,000"
1368,Carlos Alb：?n Holgu：?n,Colombia,719358403,Stub,"48,218,000"
1369,Julio Londo?o Paredes,Colombia,719384911,Start,"48,218,000"
1370,Jos：? Fernando Bautista Quintero,Colombia,720395881,Start,"48,218,000"
1371,Mar：?a Luisa Chiappe,Colombia,720406926,Start,"48,218,000"
1372,Pedro Felipe Valencia L：?pez,Colombia,720492444,Stub,"48,218,000"
1373,Patricio Samper Gnecco,Colombia,720529030,Stub,"48,218,000"
1374,Frank Pearl Gonz：?lez,Colombia,720572238,Start,"48,218,000"
1375,Juan Manuel Corzo Rom：?n,Colombia,720673128,Start,"48,218,000"
1376,Viviane Morales Hoyos,Colombia,720677380,Stub,"48,218,000"
1377,Carlos Ignacio Urrea Arbel：?ez,Colombia,720739792,Stub,"48,218,000"
1378,Hernando Dur：?n Duss：?n,Colombia,720766204,Start,"48,218,000"
1379,Juan Agust：?n Uricoechea Navarro,Colombia,720798346,Stub,"48,218,000"
1380,Sandra Bessudo,Colombia,722244251,Start,"48,218,000"
1381,Gustavo ?lvarez Gardeaz：?bal,Colombia,722506113,Stub,"48,218,000"
1382,Francisco Estupi?：?n Heredia,Colombia,723208178,Stub,"48,218,000"
1383,Gilma Jim：?nez,Colombia,723295633,Stub,"48,218,000"
1384,Camilo Ospina Bernal,Colombia,723310632,Stub,"48,218,000"
1385,Ruth Stella Correa Palacio,Colombia,723496376,Start,"48,218,000"
1386,Camilo Torres Tenorio,Colombia,723568597,Stub,"48,218,000"
1387,Gloria Stella D：?az,Colombia,724054740,Start,"48,218,000"
1388,Andr：?s Uriel Gallego,Colombia,724410906,Stub,"48,218,000"
1389,Luis Eduardo D：?az Granados,Colombia,724579380,Stub,"48,218,000"
1390,Miguel Am：?n Escaf,Colombia,724579447,Stub,"48,218,000"
1391,Gabriel Acosta Bendek,Colombia,724767246,Stub,"48,218,000"
1392,Isaac Gilinski Sragowicz,Colombia,724804717,Start,"48,218,000"
1393,Miguel Samper Agudelo,Colombia,724836169,Start,"48,218,000"
1394,Rudolf Hommes Rodr：?guez,Colombia,724874056,Stub,"48,218,000"
1395,Alfonso L：?pez Caballero,Colombia,725092390,Start,"48,218,000"
1396,Augusto Espinosa Valderrama,Colombia,725093086,Stub,"48,218,000"
1397,Yolanda Pulecio,Colombia,725518930,Start,"48,218,000"
1398,Alan Jara,Colombia,726574548,Stub,"48,218,000"
1399,Sigifredo L：?pez,Colombia,726594193,Stub,"48,218,000"
1400,Noem：? San：?n,Colombia,726644344,C,"48,218,000"
1401,Luis Guillermo V：?lez,Colombia,726812945,Start,"48,218,000"
1402,Aurelio Caicedo Ayerbe,Colombia,727827390,Stub,"48,218,000"
1403,List of people called by the Colombian Supreme court in the parapolitics scandal,Colombia,728028428,Start,"48,218,000"
1404,Jos：? Ignacio de M：?rquez,Colombia,729456709,Start,"48,218,000"
1405,Jos：? Mar：?a del Castillo y Rada,Colombia,729456723,Stub,"48,218,000"
1406,Francisco de Paula Urrutia Ord：??ez,Colombia,729885193,Stub,"48,218,000"
1407,Jorge Tadeo Lozano,Colombia,730079418,C,"48,218,000"
1408,List of Viceroys of New Granada,Colombia,737045015,Start,"48,218,000"
1409,Antonio Ordo?ez-Plaja,Colombia,737291640,Stub,"48,218,000"
1410,?scar Tulio Lizcano,Colombia,742319989,Start,"48,218,000"
1411,Manuel de Jes：?s Andrade Su：?rez,Colombia,742514634,Start,"48,218,000"
1412,Juan Gabriel Uribe Vegalara,Colombia,743146747,Start,"48,218,000"
1413,Francisco Jos：? Urrutia Olano,Colombia,744418538,Start,"48,218,000"
1414,Alfonso Valdivieso Sarmiento,Colombia,745447327,Start,"48,218,000"
1415,Sim：?n Gaviria Mu?oz,Colombia,747282547,Start,"48,218,000"
1416,Alfonso G：?mez M：?ndez,Colombia,747407460,Start,"48,218,000"
1417,Alfonso Pati?o Rosselli,Colombia,747407468,Stub,"48,218,000"
1418,Claudia Rodr：?guez de Castellanos,Colombia,747442591,Stub,"48,218,000"
1419,Blanca In：?s Dur：?n Hern：?ndez,Colombia,747727941,Stub,"48,218,000"
1420,?lvaro Lloreda Caicedo,Colombia,747785707,Start,"48,218,000"
1421,Superior Mayor of Bogota,Colombia,748259422,C,"48,218,000"
1422,Virgilio Barco Vargas,Colombia,748389393,Start,"48,218,000"
1423,Germ：?n Zea Hern：?ndez,Colombia,748483551,Start,"48,218,000"
1424,Daniel Garc：?a-Pe?a,Colombia,748883391,Stub,"48,218,000"
1425,Carlos Sanz de Santamar：?a,Colombia,749683168,Start,"48,218,000"
1426,Carlos Eduardo Medell：?n Becerra,Colombia,749735303,Start,"48,218,000"
1427,Enrique Olaya Herrera,Colombia,751148396,C,"48,218,000"
1428,Francisco Jos：? Lloreda Mera,Colombia,751709359,C,"48,218,000"
1429,Carlos Alberto Baena,Colombia,752046046,C,"48,218,000"
1430,Gabriel Camargo Salamanca,Colombia,752363059,Stub,"48,218,000"
1431,Nancy Patricia Guti：?rrez,Colombia,752715098,Start,"48,218,000"
1432,Misael Pastrana Borrero,Colombia,752880319,Start,"48,218,000"
1433,David Char Navas,Colombia,753529727,Start,"48,218,000"
1434,Diego Betancur ?lvarez,Colombia,754469663,Start,"48,218,000"
1435,Gilberto Echeverri Mej：?a,Colombia,755294083,Start,"48,218,000"
1436,Juan Manuel Gonz：?lez Torres,Colombia,756239574,Stub,"48,218,000"
1437,Jorge Enrique Robledo,Colombia,756865866,Start,"48,218,000"
1438,Consuelo Salgar,Colombia,757340746,Start,"48,218,000"
1439,Juan Carlos Esguerra Portocarrero,Colombia,757432982,Start,"48,218,000"
1440,?lvaro G：?mez Hurtado,Colombia,757432983,Start,"48,218,000"
1441,Esmeralda Arboleda Cadavid,Colombia,757470865,C,"48,218,000"
1442,Mar：?a Consuelo Ara：?jo,Colombia,757471089,Stub,"48,218,000"
1443,Fernando Londo?o,Colombia,757504187,Start,"48,218,000"
1444,Gina Parody,Colombia,757562807,Start,"48,218,000"
1445,Josefina Valencia Mu?oz,Colombia,757564708,Start,"48,218,000"
1446,Mariana Garc：?s C：?rdoba,Colombia,757615236,Stub,"48,218,000"
1447,El：?seo Arango Ramos,Colombia,758305451,Stub,"48,218,000"
1448,Carlos Echeverri Cort：?s,Colombia,758305564,Start,"48,218,000"
1449,Francisco Jos：? Urrutia Holgu：?n,Colombia,758305780,Start,"48,218,000"
1450,Cecilia ?lvarez-Correa Glen,Colombia,759138274,Start,"48,218,000"
1451,Germ：?n Cardona Guti：?rrez,Colombia,759433328,Stub,"48,218,000"
1452,Eduardo Cote Lamus,Colombia,760208549,Start,"48,218,000"
1453,Maria Claudia Lacouture,Colombia,760704360,Start,"48,218,000"
1454,Carlos Eduardo Guevara Villab：?n,Colombia,761268013,Start,"48,218,000"
1455,Mauricio Santa Mar：?a Salamanca,Colombia,761798776,Stub,"48,218,000"
1456,Juan Jos：? Nieto Gil,Colombia,762919781,C,"48,218,000"
1457,Natalia Abello Vives,Colombia,763816976,Start,"48,218,000"
1458,Jos：? Mar：?a Vergara y Vergara,Colombia,763890216,Start,"48,218,000"
1459,Salvador Camacho,Colombia,765041615,Start,"48,218,000"
1460,Jos：? Eusebio Otalora,Colombia,765119462,Stub,"48,218,000"
1461,Jorge Alberto Uribe,Colombia,766279940,Start,"48,218,000"
1462,Julio Arboleda Pombo,Colombia,766712988,Start,"48,218,000"
1463,Jos：? Rafael Revenga,Colombia,766767254,Stub,"48,218,000"
1464,Jos：? Miguel Pey de Andrade,Colombia,767100847,C,"48,218,000"
1465,Patricia Eugenia C：?rdenas Santa Mar：?a,Colombia,767617180,C,"48,218,000"
1466,Juan Lozano Ram：?rez,Colombia,769218359,Stub,"48,218,000"
1467,Orlando Sardi de Lima,Colombia,769981404,Stub,"48,218,000"
1468,Juan Carlos Echeverry (politician),Colombia,770099983,Start,"48,218,000"
1469,C：?sar Gaviria,Colombia,770526110,C,"48,218,000"
1470,Hernando Agudelo Villa,Colombia,772141191,Stub,"48,218,000"
1471,Mar：?a Isabel Mej：?a Marulanda,Colombia,772561694,Start,"48,218,000"
1472,Beatriz Londo?o Soto,Colombia,772625406,Start,"48,218,000"
1473,Luis Fernando Jaramillo Correa,Colombia,773441027,Start,"48,218,000"
1474,Mar：?a Fernanda Campo Saavedra,Colombia,773860061,Stub,"48,218,000"
1475,Enrique Gil Botero,Colombia,774498433,Stub,"48,218,000"
1476,Marta Luc：?a Ram：?rez,Colombia,776211233,C,"48,218,000"
1477,Fernando Panesso Serna,Colombia,777023169,Stub,"48,218,000"
1478,Jos：? Manuel Restrepo V：?lez,Colombia,777611932,Start,"48,218,000"
1479,Juan Garc：?a del R：?o,Colombia,777676194,Stub,"48,218,000"
1480,Juan Mayr,Colombia,777686984,Start,"48,218,000"
1481,Sandra Su：?rez,Colombia,778829536,Stub,"48,218,000"
1482,Beatriz Elena Uribe Botero,Colombia,779577824,Start,"48,218,000"
1483,Bernardo Jaramillo Ossa,Colombia,780836517,C,"48,218,000"
1484,Clara L：?pez Obreg：?n,Colombia,780955151,Start,"48,218,000"
1485,Jaime Pardo Leal,Colombia,782229809,C,"48,218,000"
1486,Mar：?a del Rosario Guerra de La Espriella,Colombia,782491645,Start,"48,218,000"
1487,Luis Guillermo Plata P：?ez,Colombia,782536015,C,"48,218,000"
1488,Luis Roberto Garc：?a,Colombia,782542413,Stub,"48,218,000"
1489,Jorge Mu?oz,Colombia,783173212,C,"48,218,000"
1490,Manuel Antonio Virg：?ez,Colombia,783276781,Start,"48,218,000"
1491,Manuel Benito de Castro,Colombia,783277361,Start,"48,218,000"
1492,Carlos Toledo Plata,Colombia,783329102,Start,"48,218,000"
1493,Norman Maurice Armitage,Colombia,783933179,Start,"48,218,000"
1494,Eucl：?des de Angulo,Colombia,784463296,Stub,"48,218,000"
1495,Carolina Soto Losada,Colombia,784881283,Stub,"48,218,000"
1496,Miguel Esteban Pe?aloza Barrientos,Colombia,785011377,Stub,"48,218,000"
1497,Guillermo Quintero Calder：?n,Colombia,785303699,Stub,"48,218,000"
1498,Mar：?a ?ngela Holgu：?n,Colombia,785795612,Start,"48,218,000"
1499,N：?stor Osorio Londo?o,Colombia,785796212,Start,"48,218,000"
1500,Juan Manuel Gal：?n Pach：?n,Colombia,785812755,GA,"48,218,000"
1501,Paula Marcela Moreno Zapata,Colombia,786555865,C,"48,218,000"
1502,Mariano Ospina Rodr：?guez,Colombia,787230435,B,"48,218,000"
1503,Carlos Alfredo Urrutia Valenzuela,Colombia,787289039,Stub,"48,218,000"
1504,Rodrigo Hern：?n Lloreda Caicedo,Colombia,787366880,Start,"48,218,000"
1505,V：?ctor Mosquera Chaux,Colombia,787388568,Stub,"48,218,000"
1506,Jorge Eduardo Londo?o,Colombia,787491209,Stub,"48,218,000"
1507,Pedro Nel Ospina V：?zquez,Colombia,787500643,C,"48,218,000"
1508,Eduardo Santos,Colombia,788363140,Stub,"48,218,000"
1509,Alexandra Moreno Piraquive,Colombia,788393678,Start,"48,218,000"
1510,Alfredo Fuentes Hern：?ndez,Colombia,788448510,Start,"48,218,000"
1511,Luis Francisco Cu：?llar,Colombia,788459129,C,"48,218,000"
1512,Luz Helena Sarmiento Villamizar,Colombia,788459737,Start,"48,218,000"
1513,Rub：?n Dar：?o Lizarralde Montoya,Colombia,788525833,Start,"48,218,000"
1514,Andr：?s Gonz：?lez D：?az,Colombia,789147464,Start,"48,218,000"
1515,Antanas Mockus,Colombia,789382579,C,"48,218,000"
1516,Pedro Alc：?ntara Herr：?n,Colombia,789630414,C,"48,218,000"
1517,Juan Fernando Cristo,Colombia,789720657,Stub,"48,218,000"
1518,Federico Guti：?rrez,Colombia,790310696,Start,"48,218,000"
1519,An：?bal Gaviria,Colombia,790312078,Stub,"48,218,000"
1520,Mariano Ospina P：?rez,Colombia,790616970,C,"48,218,000"
1521,Mar：?a Eugenia Rojas Correa,Colombia,790789968,Start,"48,218,000"
1522,Jacquin Strouss Lucena,Colombia,791903719,Stub,"48,218,000"
1523,Ana Milena Mu?oz G：?mez,Colombia,791903802,Stub,"48,218,000"
1524,Rosa Helena ?lvarez Yepes,Colombia,791903923,Stub,"48,218,000"
1525,Susana L：?pez Navia,Colombia,791904073,Stub,"48,218,000"
1526,Carolina Correa Londo?o,Colombia,791904126,Start,"48,218,000"
1527,Bertha Hern：?ndez Fern：?ndez,Colombia,791904170,Start,"48,218,000"
1528,Lorenza Villegas Restrepo,Colombia,791904204,Stub,"48,218,000"
1529,Eduardo Valencia Ospina,Colombia,792362367,Stub,"48,218,000"
1530,Manuel Mar：?a Ram：?rez Fortoul,Colombia,792422661,Start,"48,218,000"
